2015-05-15 13:34:07,711 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\utils\src\test\resources
2015-05-15 13:34:07,845 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-api:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\api\pom.xml.
2015-05-15 13:34:07,880 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:07,880 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\api\src\main\resources
2015-05-15 13:34:07,881 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:07,882 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\api\src\test\resources
2015-05-15 13:34:08,279 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-core:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\core\pom.xml.
2015-05-15 13:34:08,310 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:08,310 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\core\src\main\resources
2015-05-15 13:34:08,311 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
